Sample ID,Peptoniphilaceae,Campylobacteraceae,Streptococcaceae,Moraxellaceae,Staphylococcaceae,Prevotellaceae,Corynebacteriaceae,Peptostreptococcaceae,Lactobacillaceae,Veillonellaceae,Mycoplasmataceae,Oxalobacteraceae,Propionibacteriaceae,Fusobacteriaceae,Actinomycetaceae,Burkholderiaceae,Bradyrhizobiaceae,Rhodobacteraceae,Caulobacteraceae,Bacillaceae,Porphyromonadaceae,Sphingomonadaceae,Bifidobacteriaceae,Aerococcaceae,Clostridiaceae,Flavobacteriaceae,Neisseriaceae,Deinococcaceae,Paenibacillaceae,Bacteroidaceae,Micrococcaceae,Lachnospiraceae,Comamonadaceae,Enterobacteriaceae,Intrasporangiaceae,Thermoanaerobacteraceae,Pasteurellaceae,Promicromonosporaceae,Methylobacteriaceae,Listeriaceae,Erysipelotrichaceae,Hungateiclostridiaceae,Tissierellaceae,Steroidobacteraceae,Acidiferrobacteraceae,Erwiniaceae,Enterococcaceae,Spirochaetaceae,Sinobacteraceae,Alteromonadaceae,Thermoanaerobacterales.Family.III..Incertae.Sedis,Leptotrichiaceae,Atopobiaceae,Piscirickettsiaceae,Clostridiales.Family.XIII..Incertae.Sedis,Dermabacteraceae,Gottschalkiaceae,Phyllobacteriaceae,Muribaculaceae,Peptococcaceae,Sterolibacteriaceae,Selenomonadaceae,Rhizobiaceae,Ruminococcaceae,Rhodospirillaceae,Xanthomonadaceae,Marinilabiliaceae,Carnobacteriaceae,Brevibacteriaceae,Nocardiaceae,Helicobacteraceae,Alcaligenaceae,Dysgonamonadaceae,Microbacteriaceae,Deferribacteraceae,Planococcaceae,Syntrophomonadaceae,Thermoactinomycetaceae,Leuconostocaceae,Synergistaceae,Pseudomonadaceae,Hydrogenophilaceae,Sporomusaceae,Eubacteriaceae,Christensenellaceae,Pseudonocardiaceae,Shewanellaceae,Sutterellaceae,Streptomycetaceae,Tannerellaceae,Hyphomicrobiaceae,Thermoanaerobacterales.Family.IV..Incertae.Sedis,Eggerthellaceae,Vibrionaceae,Chromatiaceae,Merismopediaceae,Gemmatimonadaceae,Sphingobacteriaceae,Yersiniaceae,Symbiobacteriaceae,Anaplasmataceae,Aurantimonadaceae,Barnesiellaceae,Rhodanobacteraceae,Dietziaceae,Coxiellaceae,Isosphaeraceae,Flammeovirgaceae,Planctomycetaceae,Chitinophagaceae,Halobacteroidaceae,Dermacoccaceae,Hymenobacteraceae,Pelagibacteraceae,Acetobacteraceae,Idiomarinaceae,Alicyclobacillaceae,Mycobacteriaceae,Marinifilaceae,Desulfobacteraceae,Actinopolysporaceae,Clostridiales.Family.XVII..Incertae.Sedis,Morganellaceae,Rhodobiaceae,Acidobacteriaceae,Desulfovibrionaceae,Chelatococcaceae,Oscillospiraceae,Chrysiogenaceae,Pectobacteriaceae,Streptosporangiaceae,Xanthobacteraceae,Nocardioidaceae,Hyphomonadaceae,Odoribacteraceae,Cytophagaceae,Rubrobacteraceae,Rikenellaceae,Dictyoglomaceae,Rickettsiaceae,Erythrobacteraceae,Oscillatoriaceae,Chlorobiaceae,Brucellaceae,Brachyspiraceae,Coriobacteriaceae,Cohaesibacteraceae,Acidaminococcaceae,Sanguibacteraceae,Acholeplasmataceae,Kosmotogaceae,Ectothiorhodospiraceae,Micromonosporaceae,Vicinamibacteraceae,Psychromonadaceae,Cyclobacteriaceae,Bartonellaceae,Gallionellaceae,Desulfobulbaceae,Francisellaceae,Chromobacteriaceae,Halanaerobiaceae,Aphanothecaceae,Natranaerobiaceae,Thermotogaceae,Oceanospirillaceae,Aeromonadaceae,Thermaceae,Aquificaceae,Euzebyaceae,Anaerolineaceae,Heliobacteriaceae,Waddliaceae,Gordoniaceae,Parachlamydiaceae,Microcoleaceae,Conexibacteraceae,Halomonadaceae,Gloeomargaritaceae,Bogoriellaceae,Beijerinckiaceae,Nakamurellaceae,Entomoplasmataceae,Methylococcaceae,Alcanivoracaceae,Nostocaceae,Spiroplasmataceae,Hafniaceae,Aphanizomenonaceae,Nitrosomonadaceae,Pseudoalteromonadaceae,Mesoaciditogaceae,Cellulomonadaceae,Nocardiopsaceae,Desulfurellaceae,Colwelliaceae,Rhodothermaceae,Methylocystaceae,Hahellaceae,Desulfurobacteriaceae,Candidatus.Brocadiaceae,Thermomonosporaceae,Beutenbergiaceae,Borreliaceae,Methylophilaceae,Cryomorphaceae,Acidothermaceae,Synechococcaceae,Zoogloeaceae,Chloroflexaceae,Labilitrichaceae,Egibacteraceae,Leptospiraceae,Kangiellaceae,Thermodesulfobacteriaceae,Candidatus.Nanopelagicaceae,Gloeobacteraceae,Holosporaceae,Moritellaceae,Bdellovibrionaceae,Legionellaceae,Halothiobacillaceae,Chlamydiaceae,Clostridiales.Family.XVI..Incertae.Sedis,Parvularculaceae,Nitrospiraceae,Thermomicrobiaceae,Kineosporiaceae,Glycomycetaceae,Petrotogaceae,Desulfomicrobiaceae,Ruaniaceae,Azonexaceae,Nautiliaceae,Halieaceae,Cellvibrionaceae,Candidatus.Midichloriaceae,Fibrobacteraceae,Thiobacillaceae,Scytonemataceae,Pseudanabaenaceae,Akkermansiaceae,Microbulbiferaceae,Geobacteraceae,Candidatus.Deianiraeaceae,Frankiaceae,Budviciaceae,Paludibacteraceae,Amoebophilaceae,Microcystaceae,Ardenticatenaceae,Blattabacteriaceae,Prolixibacteraceae,Thiotrichaceae,Ktedonosporobacteraceae,Dehalococcoidaceae,Halobacteriovoraceae,Geodermatophilaceae,Fervidobacteriaceae,Sporichthyaceae,Salinivirgaceae,Kiritimatiellaceae,Magnetococcaceae,Sandaracinaceae,Spongiibacteraceae,Woeseiaceae,Coprothermobacteraceae,Emcibacteraceae,Dermocarpellaceae,Tepidiformaceae,Ilumatobacteraceae,Opitutaceae,Syntrophaceae,Methylacidiphilaceae,Rhodocyclaceae,Cardiobacteriaceae,Haliscomenobacteraceae,Roseiflexaceae,Tsukamurellaceae,Simkaniaceae,Acidimicrobiaceae,Acaryochloridaceae,Sphaerobacteraceae,Limnochordaceae,Chthonomonadaceae,Egicoccaceae,Jiangellaceae,Orbaceae,Bernardetiaceae,Succinivibrionaceae,Sporolactobacillaceae,Gemmataceae
UAB 18014,39.9815,14.5535,3.2451,0.0352,0.2105,9.759,0.6079,2.1106,0.3669,6.7616,0.0034,0.0765,0.4129,0.3554,3.0251,0.2748,0.0122,0.0041,0.0054,0.1178,0.5063,0.0054,0.0149,2.0896,0.4989,0.0636,0.0548,0.0081,0.0325,0.2701,0.0264,0.0237,0,0.023,0.0061,0.0108,0.0027,0.0014,0.0007,0.0318,0.2362,0.0149,0.0014,0,0.0007,0.067,0.0108,0.0318,0.0007,0.0921,0.0156,0.0014,0.0325,0.0135,0.0014,0.0332,0.0271,0,0.0718,0.069,0,0.0034,0.0007,0.0237,0.0007,0.0102,0.0657,0.0663,0.0007,0.0271,0.0183,0.0014,0,0.0196,0.0027,0.0041,0.0027,0.0027,0.0027,0.0014,0.0007,0,0.002,0.0041,0.0108,0.0271,0,0.0487,0.0088,0.0027,0,0.0007,0.0156,0.0014,0.0007,0,0.0352,0.0007,0.0014,0.0007,0.0041,0,0.0014,0,0.0007,0,0.0102,0.0007,0,0,0.0264,0,0,0.002,0.0014,0,0.0027,0.0088,0.0081,0.0007,0.002,0,0,0,0,0.0115,0,0.002,0.0007,0.0034,0,0,0.0074,0,0.0054,0.0061,0.0007,0.0007,0.0142,0,0,0,0.0068,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014,0.0047,0,0.0007,0.0007,0,0,0.0014,0.0007,0,0.002,0.0007,0,0.0014,0,0,0,0,0.0007,0.0007,0.0007,0,0,0.0007,0.0007,0,0.0014,0,0,0,0,0,0.002,0,0.0007,0.0007,0.0014,0,0,0.0014,0,0,0,0.0014,0.0007,0.0014,0,0,0,0,0.0027,0,0,0.0007,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0.0068,0,0.0007,0,0,0,0.0007,0,0,0.0007,0.0014,0,0,0,0.0007,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0.0007,0,0,0,0,0
UAB 18015,28.73,4.0187,15.9066,0.4148,0.7333,4.4798,0.6552,2.5468,0.7299,6.1656,0.0387,0.0292,0.0767,3.2841,1.3946,0.0693,0,0.036,0.0231,0.2465,0.8847,0.0075,0.1236,0.9818,0.6049,1.343,3.703,0.002,0.0502,0.2159,1.4217,1.8664,0.0883,0.0095,0.0007,0.0292,1.1087,0,0,0.0061,0.0631,0.0163,0.0136,0.0007,0,0.0014,0.053,0.385,0,0.0027,0.0869,1.1216,0.0597,0.0014,0.6253,0.0122,0.0041,0.0007,0.0638,0.1446,0,0.8636,0,0.0822,0.0115,0.0075,0.0054,0.4936,0.0143,0.0081,0.0204,0.0034,0.0007,0.0163,0.0088,0.0204,0.0285,0.0061,0.0353,0.0034,0.0115,0,0.0014,0.0509,0.0109,0.0102,0,0.0367,0.0075,0.1772,0.0075,0.0143,0.0197,0.0041,0.0068,0,0.0367,0.1066,0,0,0.0061,0,0.0149,0,0,0.0007,0.0048,0.0231,0,0.002,0.0109,0.002,0.0068,0.0007,0.0014,0,0.0061,0.002,0,0.0217,0,0.0014,0.0041,0,0.0007,0.0014,0,0.0075,0.0041,0,0,0.0014,0.002,0.002,0.0849,0.0115,0.0007,0.1304,0,0,0.0014,0,0.0007,0,0.002,0,0,0.0027,0,0.0373,0.0122,0,0,0,0,0.002,0,0.0014,0.0217,0,0.0048,0.0034,0.0014,0,0.0048,0,0.0007,0.0007,0.0007,0,0.0034,0.002,0,0.0007,0,0.0007,0,0,0.0007,0.0007,0.0007,0,0,0,0,0,0.0014,0,0,0,0.0014,0.0014,0,0,0.0014,0,0,0,0,0,0,0,0,0.0014,0.0014,0.0014,0,0.0034,0.0007,0.002,0,0.0014,0,0,0,0,0.0007,0.0007,0,0.0007,0.0007,0,0,0,0,0.0007,0,0.0014,0,0.0007,0.002,0,0,0,0,0.0007,0,0,0,0,0,0,0,0.0014,0,0,0,0.0014,0.0014,0,0,0.0007,0.002,0.0014,0,0.0034,0,0,0.0061,0,0,0,0.0007,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0.0014,0.0007,0,0,0,0,0,0.0007,0,0,0,0.0007,0,0,0.0014,0
UAB 18016,35.8518,0.0013,8.3092,7.9819,1.2263,1.9602,6.089,4.9935,0.1914,5.3142,0.0066,1.0124,0.3709,0.3194,2.8472,0.5188,0.0251,0.2891,0.7273,1.8532,0.0026,2.1146,0.0053,0.429,0.2587,0.0079,0.0145,0,0.0198,0.0515,0.1967,0.0581,0.0158,0.0211,0,0.1346,0.0053,0,0.0977,0.0106,0.5557,0.1109,0,0.0211,0.0462,0.0053,0.0092,0.1637,0.4528,0,0.0172,0.0013,0.1571,0.0106,0.0409,0.0132,0.0026,0.0158,0,0.1069,0.0013,0.004,0.0383,0.0066,0.7511,0.7788,0,0.0198,0.2574,0.0013,0.0053,0.0145,0,0.0106,0.0066,0.0106,0.0026,0.0013,0.0026,0,0.0264,0.0013,0,0,0.0053,0.004,0.0026,0,0.0119,0,0.0647,0.0198,0.0119,0.0106,0.0013,0,0,0.0911,0,0,0.0502,0,0,0.0026,0,0.0026,0,0,0.0013,0,0.0092,0.1756,0,0,0.0092,0.1663,0.0013,0.0066,0,0.0026,0.0013,0,0.0013,0.0013,0,0.0145,0.0779,0.0053,0.0026,0,0,0.0013,0.0066,0.004,0,0.0013,0.0013,0.004,0,0.0013,0.0607,0.0436,0.0013,0.0013,0,0,0.0568,0,0.029,0,0,0.0264,0,0,0,0,0,0.0013,0,0.0026,0,0.0013,0.0172,0.0172,0,0.0013,0.0013,0.0224,0,0,0,0.0013,0,0,0,0.0013,0,0,0.0026,0,0.0066,0,0,0,0.0013,0.0119,0,0,0,0,0,0,0.0026,0,0,0,0.0013,0.0132,0,0,0,0.0013,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0,0.0013,0,0,0,0,0,0,0.0013,0,0.0013,0,0,0,0.0013,0,0,0,0,0.0053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UAB 18017,28.3069,0.0882,0.0441,0,15.9171,0,1.3668,0,0,0.5732,0,0,0,0,0,0,7.4956,0,0.0441,0.3086,0,0.0441,0,0,0.0441,0,0,0.0441,0,0.0441,0,0.0882,0,0.2205,0,0.2205,0.0882,0.0882,0,0,0.0441,0,0,0.5732,1.0582,0.0882,0,0.0882,0.7055,0,0,0,0.0882,0.7496,0,0.0441,0,0.8377,0,0,0,0,0,0,0,0,0,0,0,0,0.2205,0,0,0,0.2646,0,0,0,0,0,0,0,0,0,0.0441,0,0,0,0,0,0,0.0441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441,0,0,0,0,0,0,0,0,0,0,0,0.0441,0,0,0,0,0,0,0,0,0,0,0,0.0441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UAB 18018,10.7543,0,0.2189,40.0042,4.5152,0.1349,0.9324,0.2788,1.1423,0,12.6971,6.6109,4.0145,0,0.003,0.042,0.1829,5.8284,2.3056,0.057,0,0.3238,0.006,0.003,0.033,2.7643,0.003,0,0.006,0,0.069,0.066,0,0.039,0,0.024,0.006,0,0.003,0.009,0,0,0.03,0.006,0.015,0,0.006,0.009,0.003,0,0,0,0.078,0.003,0.003,0.024,0,0.009,0,0,0.1619,0,0.5157,0,0.051,0,0,0,0.2009,0.009,0.006,0.003,0,0.1169,0.003,0.003,0,0,0,0.003,0.009,0.5337,0,0.009,0,0.006,0,0,0.045,0,0.2399,0,0,0.003,0,0,0,0,0.006,0,0.003,0.2099,0,0.039,0.1439,0,0,0,0,0,0.003,0,0,0.021,0.003,0,0,0.003,0,0.003,0,0,0,0.1169,0,0,0,0,0.003,0,0.003,0,0,0,0,0,0,0,0,0.003,0,0,0,0.003,0,0,0,0,0.036,0.003,0,0,0.003,0,0,0,0,0,0,0.027,0,0.003,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0.006,0,0,0.003,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UAB 18019,65.9265,8.3422,0.9383,3.501,1.5383,0.0935,2.372,0.0056,0.0093,0.1215,0.0019,0.9309,0.9103,0.1608,1.9103,0.1252,0.4112,0.0449,0.0093,0.1234,0,0.7645,0.4037,0,0.0654,0.4224,0.0056,0,0.0112,0.0019,0.0093,0.1234,0.4785,0.2336,0.0019,0.2187,0.0187,0.157,0,0.0019,0.0056,0,0.1383,0.0019,0,0.0093,0.0056,0.1365,0,0.0262,0.0037,0,0.0673,0,0,0.0037,0.015,0.0299,0,0.0505,0.0131,0,0.0075,0.0019,0.0019,0.0037,0,0,0.0019,0.1159,0.0093,0.0019,0,0.0075,0,0,0,0,0.0037,0.0019,0.0187,0,0,0.0075,0.0019,0,0,0,0.0393,0,0.0056,0.0075,0,0.0822,0.2953,0,0,0,0.0206,0,0.0187,0,0,0.0187,0.0019,0,0,0,0,0.0019,0.0075,0,0,0,0,0.0019,0,0.0056,0,0.0037,0.0131,0,0.0056,0,0,0.0019,0,0,0.0019,0.0075,0.0019,0,0.0019,0,0,0.0019,0,0,0,0.0019,0.015,0,0.0019,0,0.0112,0,0,0,0,0,0.0019,0.015,0,0,0,0,0,0,0,0,0.0019,0.0019,0,0,0,0.0037,0,0,0,0,0,0,0,0,0,0,0,0.0037,0,0,0,0,0,0.0037,0.0019,0,0,0.0019,0.0019,0.0037,0.0037,0,0,0.0037,0,0,0,0.0019,0.0112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019,0,0,0,0,0,0,0,0,0.0019,0,0,0,0,0,0,0,0,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UAB 18020,16.9955,14.1585,0.3304,0.0408,0.1001,20.6984,0.0641,6.3562,0.0389,8.1221,0.0078,0.0175,0.2916,0.0651,0.6016,0.0943,0.001,0.0029,0.0029,0.1166,2.3938,0,0.0058,0.0029,0.0991,0.14,0.1837,0.0019,0.0379,0.8242,0.0087,0.0486,0,0.0233,0.0029,0.0292,0.034,0,0,0.0146,0.0709,0.0768,0.0107,0,0,0.0301,0.0117,0.0807,0,0.3596,0.0982,0.0146,0.1458,0.0068,0.0156,0.0243,0.2634,0,0.2877,0.0117,0,0.0175,0,0.0029,0,0,0.2537,0.0029,0.001,0.0204,0.0398,0,0,0.0049,0.001,0.001,0.0233,0.0019,0.001,0,0,0,0.001,0.0039,0.0058,0.001,0,0.1322,0.0068,0.0709,0.001,0.001,0.0457,0.0029,0,0,0.1468,0.0058,0.001,0,0.0049,0,0.034,0,0.001,0,0.0447,0.0272,0,0,0.0029,0,0.0019,0.0019,0.0039,0,0.0068,0.001,0.035,0.001,0,0,0.001,0,0,0.0068,0,0,0.0049,0.0097,0.0068,0,0.0087,0,0.0039,0.0019,0,0.0039,0.0097,0,0,0,0.0107,0,0.001,0,0,0,0,0.001,0,0.0039,0,0,0,0.0175,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.0019,0.001,0,0,0.001,0,0.001,0,0.001,0,0,0.0019,0.001,0,0,0,0,0,0.001,0,0,0.001,0,0,0,0.0019,0.001,0.0029,0,0,0,0,0.0019,0,0,0,0.0029,0,0,0,0,0,0,0,0,0,0,0,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019,0,0,0,0,0,0,0,0,0,0,0,0.001,0.0019,0,0,0,0,0,0,0,0,0,0,0,0
UAB 18021,48.3592,0,0.0256,7.281,1.5346,0.4468,5.0615,0,0.0293,0.0037,0,8.9364,9.7715,0,0.4102,0.0146,0.9229,2.0437,2.3769,0.0659,0,0.9559,0,0.0037,0.0256,1.6554,0.0037,0,0.011,0,2.3989,0.0146,0.0769,0.0073,0,0.0256,0.0073,0.0146,0.0073,0,0.0073,0,0.0842,0,0,0.0037,0.2051,0,0,0,0.0037,0,0,0,0,0.0037,0,0.1428,0,0.0037,0,0,0.3479,0,0,0.0037,0,0,0,0.0037,0,0.0073,0,0.1611,0,0.011,0.3955,0,0.0037,0,0.0073,0,0,0.0037,0,0.0037,0,0.0037,0.0037,0,0,0,0,0,0,0.0769,0,0,0.0037,0,0.011,0.0366,0,0.0989,0,0,0,0,0,0,0.0037,0,0,0,0,0,0,0.0073,0,0.0073,0,0,0,0,0,0,0,0,0.0037,0,0,0.0037,0,0,0,0,0.022,0,0,0,0,0,0.0037,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037,0,0,0,0,0.0037,0,0.0037,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.0073,0.0073,0.0037,0,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CON 01,40.6698,6.9979,5.8246,0.1421,0.4372,21.0574,1.4536,0.9823,0.1848,7.8762,0.0031,0.0823,0.1988,0.0008,2.4142,0.2632,0.014,0.3059,0.1553,0.1235,0.5987,0.3828,0.0707,0.9077,0.226,0.028,0.0016,0,0.0645,0.7431,0.0217,0.1522,0.0008,0.0062,0.0039,0.0303,0.0016,0.3533,0,0.0039,0.1072,0.0023,0.038,0,0,0,0.0124,0.0101,0.0008,0,0.0722,0.0023,0.0062,0,0.0023,0.0116,0.007,0,0.0349,0.0085,0,0.0031,0.0016,0.0054,0.0008,0,0,0.0287,0.0008,0.0241,0.0016,0.0116,0,0.0039,0.0008,0.0093,0.0039,0.0039,0.0008,0.4597,0.0287,0,0.0016,0.0008,0.0078,0.0932,0,0.1017,0.0116,0.0008,0,0.0109,0,0.0016,0,0,0,0.0008,0,0,0.0008,0,0.0443,0,0,0.0008,0.028,0.0435,0,0,0.007,0,0.0008,0.0008,0.0008,0,0,0.0023,0,0.007,0.0039,0,0.0008,0,0,0.0039,0,0.0008,0.0039,0,0,0,0.0062,0,0.0031,0,0,0.0023,0.0062,0,0,0,0,0,0,0,0,0,0,0,0.0008,0,0.0016,0,0,0,0.0008,0.0093,0,0,0,0,0,0,0,0,0,0,0.0016,0,0.0078,0,0,0,0.0016,0,0,0,0,0,0.0008,0,0.0008,0,0,0.0016,0,0,0,0,0,0,0,0,0.0008,0,0.0008,0,0,0.0008,0,0,0,0,0,0,0,0,0.0016,0,0.0008,0,0,0,0,0,0,0,0,0.0008,0,0,0.0016,0.0008,0,0,0,0,0,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,0.0008,0,0,0,0,0,0,0,0,0,0,0,0.0016,0,0,0,0,0,0,0,0.0008,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CON 02,45.5873,0.975,5.0132,0.0335,12.8133,0.0167,12.8594,0.9457,0.1255,0.5398,0.0084,2.8748,0.0544,0,0.5733,0.5147,0.4436,0.0084,0.0042,0.8034,0.1967,0,0.0042,0.2511,0.1548,0.0711,0,0.0084,0.0502,0.113,0.0167,0.0335,0.0167,0.0293,0,0.0335,0,0.7156,2.7367,0.0126,0.0126,0.0042,0.0418,0.0251,0.0418,0.0084,0.0126,0.0377,0.0042,0.0418,0.0084,0,0.0251,0.0084,0,0.1465,0.0293,0,0.0084,0.0126,0,0.0167,0,0.0544,0,0,0,0,0.1046,0,0.0335,0.1004,0,0.0293,0,0.0126,0,0.0042,0,0,0,0,0,0,0,0.046,0,0.0042,0.0084,0,0,0.0335,0.0042,0,0,0,0.0084,0,0.0042,0,0.0084,0,0.0335,0,0.0042,0,0,0.0126,0,0,0.0084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042,0.0042,0.0042,0,0.0084,0,0,0,0.0042,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084,0.0084,0,0.0084,0.0042,0,0.0042,0,0,0.0042,0,0,0,0,0.0042,0,0.0126,0.0084,0.0042,0,0,0,0.0042,0,0.0084,0,0,0.0042,0,0,0,0,0,0,0,0.0042,0,0,0,0,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CON 03,62.4929,0.0131,5.5379,0.3701,2.1507,0.0131,7.1357,0.3396,0.0218,0.1872,0.0044,3.2566,0.1219,0.0044,0.1088,5.3899,0.1001,0,0,0.1785,0.0087,0.0087,0,0,0.1741,0.2133,0.0522,0,0.0522,0,0.0435,0.1437,0.0044,0.0261,0,0.2612,0.1741,1.3627,0,0.0044,0,0,0.492,0,0,0.0435,0.0087,0.0087,0.0044,0,0.0044,0,0.074,0,0.0044,0.0044,0.1654,0,0,0.0174,0,0,0,0.2786,0,0,0,0,0,0,0.0044,0.0087,0,0,0,0.0914,0,0,0.0044,0.0044,0.0044,0,0,0.0174,0.0044,0,0,0,0.0044,0,0,0.0174,0,0,0,0,0,0,0.0044,0.0044,0.0044,0,0,0,0,0,0,0,0,0,0.0044,0,0,0,0.0174,0,0.0087,0,0,0,0,0,0,0,0,0.0044,0,0.0087,0.0087,0,0,0.0174,0,0,0,0,0.0131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044,0,0,0.0087,0.0044,0,0,0,0,0,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044,0,0,0,0,0,0,0,0,0,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CON 04,3.7242,8.251,22.1804,0.0015,24.0002,0.393,3.5791,1.9513,1.8833,0.003,17.0324,1.1154,0.0015,0.0091,0.6242,0.0045,0.0846,0,0,0.4701,0,0.0121,0.0166,0.99,0.0181,0,0.0091,0.0076,0.0287,0,0.0015,0.0091,0,0.0136,0,0.0015,0.0076,0,0,0.0091,0.003,0.0015,0,0,0,0.0348,0.0378,0,0,0,0,0.0015,0,0,0.003,0,0,0,0,0.003,0,0.0015,0,0.0091,0.0015,0,0,0.0076,0,0,0.0045,0.0272,0,0.006,0,0.0438,0,0,0.0136,0,0.0015,0,0.0015,0.0015,0,0,0,0,0.0045,0,0,0,0,0,0,0,0,0,0.0015,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0.003,0,0.006,0,0,0,0,0.003,0.003,0,0.0015,0,0.0015,0,0,0.0015,0,0,0,0.0015,0,0.003,0,0,0,0,0,0.003,0,0.006,0,0,0,0,0,0,0,0.0015,0.0045,0,0.0015,0,0,0,0,0,0,0.003,0,0,0,0.006,0,0.003,0,0.003,0,0,0,0,0,0,0.003,0,0,0,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0.0015,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
